ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000171714	ANO5	15124103	166260	Gnathodiaphyseal dysplasia 	5816667
ENSG00000162551	ALPL	1409720	241510	"Hypophosphatasia, childhood"	13410963
ENSG00000109861	CTSC	10662807	245010	Haim-Munk syndrome	14252683
ENSG00000248098	BCKDHA	2703538	248600	"Maple syrup urine disease, type Ia"	13214961
ENSG00000112077	RHAG	8563755	268150	"Anemia, hemolytic, Rh-null, regulator type"	13782143
ENSG00000130203	APOE	11095479	269600	Sea-blue histiocyte disease	14320759
ENSG00000133104	SPART	12134148	275900	Troyer syndrome	6022528
ENSG00000165704	HPRT1	11891689	300323	HPRT-related gout 	4291947
ENSG00000147044	CASK	19377476	300422	"Mental retardation, with or without nystagmus"	4365204
ENSG00000147044	CASK	19200522	300422	FG syndrome 4 	4365204
ENSG00000137745	MMP13	16167086	602111	Metaphyseal anadysplasia 1	4252978
ENSG00000137745	MMP13	16167086	602111	"Spondyloepimetaphyseal dysplasia, Missouri type"	4252978
ENSG00000128683	GAD1	15571623	603513	"Cerebral palsy, spastic quadriplegic, 1"	5824822
ENSG00000184908	CLCNKB	9326936	607364	"Bartter syndrome, type 3"	13969763
ENSG00000135541	AHI1	15322546	608629	Joubert syndrome-3 	5816874
ENSG00000144061	NPHP1	15138899	609583	Joubert syndrome 4 	5816874
ENSG00000183691	NOG	17668388	611377	"Brachydactyly, type B2"	4648959
ENSG00000166396	SERPINB7	24207119	615598	"Palmoplantar keratoderma, Nagashima type"	"Nagashima, M. Palmoplantar keratoses.In: Miura, O.; Ochiai, K. (eds.) : Clinics and Genetics. Vol. 9. Inheritance of Dermatological and Urological Diseases. Tokyo: Igaku-Shoin 1977. Pp. 23-27."
ENSG00000165458	INPPL1	23273567	258480	Opsismodysplasia	"Zonana, J., Rimoin, D. L., Lachman, R. S., Cohen, A. H. A unique chondrodysplasia secondary to a defect in chondroosseous transformation.In: Bergsma, D.; Lowry, R. B. : Embryology and Pathogenesis and Prenatal Diagnosis. New York: Alan R. Liss (pub.) 1977."
ENSG00000167522	ANKRD11	21782149	148050	KBG syndrome	"Herrmann, J., Pallister, P. D., Tiddy, W., Opitz, J. M. The KBG syndrome--a syndrome of short stature, characteristic facies, mental retardation, macrodontia and skeletal anomalies. Birth Defects Orig. Art. Ser. XI(5): 7-18, 1975."
ENSG00000119121	TRPM6	12032570	602014	"Hypomagnesemia 1, intestinal"	"Salet, J., Polonovski, C., De Gouyon, F., Pean, G., Melekian, B., Fournet, J.-P. Tetanie hypocalcemique recidivante par hypomagnesemie congenitale: une maladie metabolique nouvelle. Arch. Franc. Pediat. 23: 749-768, 1966."
ENSG00000119121	TRPM6	12032568	602014	"Hypomagnesemia 1, intestinal"	"Salet, J., Polonovski, C., De Gouyon, F., Pean, G., Melekian, B., Fournet, J.-P. Tetanie hypocalcemique recidivante par hypomagnesemie congenitale: une maladie metabolique nouvelle. Arch. Franc. Pediat. 23: 749-768, 1966."
ENSG00000077782	FGFR1	11297579	147950	Hypogonadotropic hypogonadism 2 with or without anosmia	"Rosen, S. W. The syndrome of hypogonadism, anosmia and midline cranial anomalies. (Abstract) Proceedings of the 47th Meeting of the Endocrine Society, New York 1965."
ENSG00000183691	NOG	11545688	186570	Tarsal-carpal coalition syndrome	"Strasburger, A. K., Hawkins, M. R., Eldridge, R., Hargrave, R. L., McKusick, V. A. Symphalangism: genetic and clinical aspects. Bull. Johns Hopkins Hosp. 117: 108-127, 1965"
ENSG00000163132	MSX1	11369996	189500	"Ectodermal dysplasia 3, Witkop type"	"Witkop, C. J., Jr. Genetic disease of the oral cavity.In: Tiecke, R. W. (ed.) : Oral Pathology. New York: McGraw-Hill (pub.) 1965. Pp. 810-814."
ENSG00000160211	G6PD	1611091	300908	Hemolytic anemia due to G6PD deficiency	"Carson, P. E., Flanagan, C. L., Ickes, C. E., Alving, A. S. Enzymatic deficiency in primaquine-sensitive erythrocytes. Science 124: 484-485, 1956."
ENSG00000081014	AP4E1	26544806	184450	"Stuttering, familial persistent, 1"	554863
ENSG00000156709	AIFM1	25986071	300614	"Deafness, X-linked 5"	223494
ENSG00000120498	TEX11	25970010	309120	"Spermatogenic failure, X-linked, 2"	574357
ENSG00000122145	TBX22	22784330	302905	"Abruzzo-Erickson syndrome,"	839509
ENSG00000119013	NDUFB3	22277967	252010	Mitochondrial complex I deficiency	947896
ENSG00000171456	ASXL1	21706002	605039	Bohring-Opitz syndrome 	1190170
ENSG00000168237	GLYCTK	20949620	220120	D-glyceric aciduria	4434100
ENSG00000196924	FLNA	20583181	300244	Terminal osseous dysplasia 	4452723
ENSG00000171714	ANO5	20096397	611307	"Muscular dystrophy, limb-girdle, type 2L"	4834543
ENSG00000111676	ATN1	8136840	125370	Dentatorubro-pallidoluysian atrophy	13517487
ENSG00000196218	RYR1	18765655	145600	King-Denborough syndrome	4109748
ENSG00000179295	PTPN11	12058348	151100	LEOPARD syndrome 1	5921856
ENSG00000004939	SLC4A1	9312167	179800	"Renal tubular acidosis, distal, AD "	13739450
ENSG00000163666	HESX1	9620767	182230	Growth hormone deficiency with pituitary anomalies	13884418
ENSG00000163666	HESX1	9620767	182230	"Pituitary hormone deficiency, combined, 5"	13884418
ENSG00000163666	HESX1	9620767	182230	Septooptic dysplasia	13884418
ENSG00000231852	CYP21A2	1644925	201910	"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency"	13286340
ENSG00000141510	TP53	12619118	202300	Adrenal cortical carcinoma 	6016796
ENSG00000088836	SLC4A11	17220209	217400	Corneal endothelial dystrophy and perceptive deafness 	5312820
ENSG00000125863	MKKS	10802661	236700	McKusick-Kaufman syndrome	14172277
ENSG00000090487	SPG21	14564668	248900	Mast syndrome	6024251
ENSG00000277893	SRD5A2	1944596	264600	Pseudovaginal perineoscrotal hypospadias	13292210
ENSG00000022267	FHL1	18274675	300717	"Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset"	4117299
ENSG00000126953	TIMM8A	8841189	304700	Mohr-Tranebjaerg syndrome 	13771732
ENSG00000044446	PHKA2	7847371	306000	"Glycogen storage disease, type IXa1"	13646331
ENSG00000105929	ATP6V0A4	10973252	602722	"Renal tubular acidosis, distal, autosomal recessive"	14194734
ENSG00000175097	RAG2	11313270	603554	Omenn syndrome 	14328107
ENSG00000183873	SCN5A	14523039	608567	Sick sinus syndrome 1	6029120
ENSG00000106367	AP1S1	19057675	609313	MEDNIK syndrome	4342731
ENSG00000115486	GGCX	17110937	610842	Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency	5548470
ENSG00000088926	F11	2813350	612416	"Factor XI deficiency, autosomal dominant"	13037836
ENSG00000088926	F11	2813350	612416	"Factor XI deficiency, autosomal recessive"	13037836
ENSG00000164953	TMEM67	19508969	613550	Nephronophthisis 11 	4688793
ENSG00000179270	C2orf71	20398886	613428	Retinitis pigmentosa 54	"Pinckers, A., Otto, A. J., Van den Heuvel, J. E. A. A family pedigree with corneal dystrophy, tapetoretinal degeneration and albinism. Acta Ophthal. (Copenh.) 51: 445-460, 1973."
ENSG00000187796	CARD9	19864672	212050	"Candidiasis, familial, 2, autosomal recessive"	"Higgs, J. M., Wells, R. S. Chronic muco-cutaneous candidiasis: associated abnormalities of iron metabolism. Brit. J. Derm. 86 (suppl. 8): 88-102, 1972."
ENSG00000187676	B3GLCT	16909395	261540	Peters-plus syndrome	"Krause, U., Koivisto, M., Rantakallio, P. A case of Peters syndrome with spontaneous corneal perforation. J. Pediat. Ophthal. 6: 145-149, 1969."
ENSG00000106105	GARS	12690580	600794	"Neuropathy, distal hereditary motor, type VA"	"Silver, J. R. Familial spastic paraplegia with amyotrophy of the hands. J. Neurol. Neurosurg. Psychiat. 29: 135-144, 1966."
ENSG00000183072	NKX2-5	9651244	108900	"Atrial septal defect 7, with or without AV conduction defects"	13783833
ENSG00000111713	GYS2	9691087	240600	"Glycogen storage disease 0, liver"	"Broberger, O., Zetterstrom, R. Hypoglycemia with an inability to increase the epinephrine secretion in insulin-induced hypoglycemia. J. Pediat. 59: 215-222, 1961."
ENSG00000144061	NPHP1	9856524	266900	Senior-Loken syndrome-1 	"B. Senior, A. I. Friedmann, J. L. Brando: Juvenile familial nephropathy with tapetoretinal degeneration. A new oculorenal dystrophy. American Journal of Ophthalmology, Chicago, 1961, 52: 625-633.  "
ENSG00000105928	GSDME	9771715	600994	"Deafness, autosomal dominant 5"	"Dolowitz, D. A., Stephens, F. E. Hereditary nerve deafness. Ann. Otolaryng. 70: 851-859, 1961."
ENSG00000171862	PTEN	9140396	158350	Cowden syndrome 1	"Riley, H. D., Jr., Smith, W. R. Macrocephaly, pseudopapilledema and multiple hemangiomata: a previously undescribed heredofamilial syndrome. Pediatrics 26: 293-300, 1960."
ENSG00000107521	HPS1	8896559	203300	Hermansky-Pudlak syndrome 1	"F. Hermansky, P. Pudlak: Albinism associated with hemorrhagic diathesis and unusual pigmented reticular cells in the bone marrow: report of two cases with histochemical studies. Blood, New York, 1959, 14: 162-169. "
ENSG00000196218	RYR1	8220423	117000	Central core disease	"Shy, G. M., Magee, K. R. A new congenital non-progressive myopathy. Brain 79: 610-621, 1956"
ENSG00000196218	RYR1	8220423	117000	"Neuromuscular disease, congenital, with uniform type 1 fiber"	"Shy, G. M., Magee, K. R. A new congenital non-progressive myopathy. Brain 79: 610-621, 1956"
ENSG00000196218	RYR1	8220422	117000	Central core disease	"Shy, G. M., Magee, K. R. A new congenital non-progressive myopathy. Brain 79: 610-621, 1956"
ENSG00000196218	RYR1	8220422	117000	"Neuromuscular disease, congenital, with uniform type 1 fiber"	"Shy, G. M., Magee, K. R. A new congenital non-progressive myopathy. Brain 79: 610-621, 1956"
ENSG00000128739	SNRPN	8242060	176270	Prader-Willi syndrome	"Prader, A., Labhart, A., Willi, H. Ein Syndrom von Adipositas, Kleinwuchs, Kryptorchismus und Oligophrenie nach Myatonieartigem Zustand im Neugeborenenalter. Schweiz. Med. Wschr. 86: 1260-1261, 1956."
ENSG00000133059	DSTYK	28157540	270750	Spastic paraplegia 23	7441281
ENSG00000001497	LAS1L	25644381	309585	Wilson-Turner syndrome	758423
ENSG00000197594	ENPP1	24075184	615522	Cole disease 	132904
ENSG00000196924	FLNA	23037936	300048	Congenital short bowel syndrome	1269170
ENSG00000006530	AGK	22277967	212350	Sengers syndrome 	1168700
ENSG00000106688	SLC1A1	21123949	222730	Dicarboxylic aminoaciduria	4810805
ENSG00000174705	SH3PXD2B	20137777	249420	Frank-ter Haar syndrome	4805907
ENSG00000089225	TBX5	8988165	142900	Holt-Oram syndrome	14402857
ENSG00000089225	TBX5	8988164	142900	Holt-Oram syndrome	14402857
ENSG00000162337	LRP5	12579474	144750	"Hyperostosis, endosteal"	5329553
ENSG00000162337	LRP5	12579474	144750	Osteosclerosis	5329553
ENSG00000165474	GJB2	15482471	149200	Bart-Pumphrey syndrome	6015974
ENSG00000204217	BMPR2	10973254	178600	"Pulmonary hypertension, familial primary, 1, with or without HHT"	14053563
ENSG00000204217	BMPR2	10903931	178600	"Pulmonary hypertension, familial primary, 1, with or without HHT"	14053563
ENSG00000049540	ELN	8132745	185500	Supravalvar aortic stenosis	13408018
ENSG00000183072	NKX2-5	10587520	187500	Tetralogy of Fallot	13943847
ENSG00000168303	MPLKIP	15645389	234050	"Trichothiodystrophy 4, nonphotosensitive"	5645693
ENSG00000107099	DOCK8	19776401	243700	"Hyper-IgE recurrent infection syndrome, autosomal recessive"	5059313
ENSG00000083123	BCKDHB	2022752	248600	"Maple syrup urine disease, type Ib, 248"	13214961
ENSG00000137992	DBT	1990841	248600	"Maple syrup urine disease, type II"	13214961
ENSG00000166311	SMPD1	2023926	257200	"Niemann-Pick disease, type A"	13138710
ENSG00000105641	SLC5A5	9171822	274400	Thyroid dyshormonogenesis 1	13833727
ENSG00000132763	MMACHC	16311595	277400	"Methylmalonic aciduria and homocystinuria, cblC type"	5792556
ENSG00000185344	ATP6V0A2	18157129	278250	Wrinkly skin syndrome	5579863
ENSG00000165194	PCDH19	18469813	300088	"Epileptic encephalopathy, early infantile, 9"	5116697
ENSG00000044446	PHKA2	8733134	306000	"Glycogen storage disease, type IXa2"	13646331
ENSG00000196924	FLNA	12612583	309350	Melnick-Needles syndrome	5938049
ENSG00000123560	PLP1	8012387	312920	"Spastic paraplegia 2, X-linked"	13406703
ENSG00000170835	CEL	16369531	609812	"Maturity-onset diabetes of the young, type VIII"	4183910
ENSG00000011465	DCN	15671264	610048	"Corneal dystrophy, congenital stromal"	5304426
ENSG00000198707	CEP290	16682973	610188	Joubert syndrome 5 	5816874
ENSG00000187240	DYNC2H1	19442771	613091	Short-rib thoracic dysplasia 3 with or without polydactyly	5058513
ENSG00000198286	CARD11	18323416	616452	B-cell expansion with NFKB and T-cell anergy	5540480
ENSG00000145675	PIK3R1	23810378	269880	SHORT syndrome 	"Gorlin, R. J. A selected miscellany. Birth Defects Orig. Art. Ser. XI(2): 46-48, 1975."
ENSG00000135925	WNT10A	19559398	224750	Schopf-Schulz-Passarge syndrome	"Schopf, E., Schulz, H.-J., Passarge, E. Syndrome of cystic eyelids, palmo-plantar keratosis, hypodontia and hypotrichosis as a possible autosomal recessive trait. Birth Defects Orig. Art. Ser. VII(8): 219-221, 1971."
ENSG00000153283	CD96	17847009	211750	C syndrome 	"Opitz, J. M., Johnson, R. C., McCreadie, S. R., Smith, D. W. The C syndrome of multiple congenital anomalies. Birth Defects Orig. Art. Ser. V(2): 161-166, 1969."
ENSG00000166710	B2M	16549777	241600	Immunodeficiency 43	"Waldmann, T. A., Miller, E. J., Terry, W. D. Hypercatabolism of IgG and albumin: a new familial disorder. (Abstract) Clin. Res. 16: 45 only, 1968"
ENSG00000111670	GNPTAB	15633164	252500	Mucolipidosis II alpha/beta	"Demars, R. I., Leroy, J. G. The remarkable cells cultured from a human with Hurler's syndrome. An approach to visual selection for in vitro genetic studies. In Vitro 2: 107, 1967."
ENSG00000152137	HSPB8	15122253	158590	"Neuropathy, distal hereditary motor, type IIA"	"Nelson, J. W., Amick, L. D. Heredofamilial progressive spinal muscular atrophy: a clinical and electromyographic study of a kinship. (Abstract) Neurology 16: 306 only, 1966."
ENSG00000168000	BSCL2	14981520	600794	"Neuropathy, distal hereditary motor, type VA"	"Silver, J. R. Familial spastic paraplegia with amyotrophy of the hands. J. Neurol. Neurosurg. Psychiat. 29: 135-144, 1966."
ENSG00000179295	PTPN11	11704759	163950	Noonan syndrome 1	"J. A. Noonan, D.A. Ehmke: Associated noncardiac malformations in children with congenital heart disease. [Abstract] Journal of Pediatrics, St. Louis, 1963, 63: 468-470. "
ENSG00000269900	RMRP	11207361	250250	Cartilage-hair hypoplasia	"Theodorou, S. D., Adams, J. An unusual case of metaphyseal dysplasia. J. Bone Joint Surg. Br. 45: 364-369, 1963."
ENSG00000165029	ABCA1	10431236	205400	Tangier disease 	"Fredrickson, D. S., Altrocchi, P. H., Avioli, L. V., Goodman, D. S., Goodman, H. C. Tangier disease. Ann. Intern. Med. 55: 1016-1031, 1961."
ENSG00000106692	FKTN	9690476	253800	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4"	"Fukuyama, Y., Kawazura, M., Haruna, H. A peculiar form of congenital progressive muscular dystrophy: report of fifteen cases. Paediat. Univ. Tokyo 4: 5-8, 1960."
ENSG00000120708	TGFBI	9054935	122200	"Corneal dystrophy, lattice type I"	"Frayer, W. C., Blodi, F. C. The lattice type of familial corneal degeneration: a histopathologic study. Arch. Ophthal. 61: 712-719, 1959."
ENSG00000120156	TEK	8980225	600195	"Venous malformations, multiple cutaneous and mucosal"	"Bean, W. B. Vascular Spiders and Related Lesions of the Skin. Springfield, Ill.: Charles C. Thomas (pub.) 1958. Pp. 178-185."
ENSG00000177409	SAMD9L	27259050	159550	Ataxia-pancytopenia syndrome	283689
ENSG00000074181	NOTCH3	25394726	130720	Lateral meningocele syndrome	830893
ENSG00000181192	DHTKD1	23141293	204750	2-aminoadipic 2-oxoadipic aciduria 	4442872
ENSG00000203667	COX20	23125284	220110	Mitochondrial complex IV deficiency	1127539
ENSG00000103335	PIEZO1	22529292	194380	Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	4851153
ENSG00000067836	ROGDI	22424600	226750	Kohlschutter-Tonz syndrome	4372200
ENSG00000106462	EZH2	22177091	277590	Weaver syndrome	4366187
ENSG00000119686	FLVCR2	20206334	225790	Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome	4555262
ENSG00000165671	NSD1	11896389	117550	Sotos syndrome 1	14148233
ENSG00000104237	RP1	10391211	180100	Retinitis pigmentosa 1	13860992
ENSG00000147465	STAR	7892608	201710	Lipoid adrenal hyperplasia	13512944
ENSG00000168447	SCNN1B	16207733	211400	Bronchiectasis with or without elevated sweat chloride 1	5006763
ENSG00000142798	HSPG2	11101850	255800	"Schwartz-Jampel syndrome, type 1"	13909723
ENSG00000114491	UMPS	9042911	258900	Orotic aciduria	13651334
ENSG00000168000	BSCL2	14981520	270685	Silver spastic paraplegia syndrome 	5964029
ENSG00000159650	UROC1	19304569	276880	Urocanase deficiency	5124677
ENSG00000168288	MMADHC	18385497	277410	"Homocystinuria, cblD type, variant 1"	5524089
ENSG00000168288	MMADHC	18385497	277410	"Methylmalonic aciduria and homocystinuria, cblD type"	5524089
ENSG00000168288	MMADHC	18385497	277410	"Methylmalonic aciduria, cblD type, variant 2"	5524089
ENSG00000169297	NR0B1	7990958	300200	"Adrenal hypoplasia, congenital"	13381433
ENSG00000126895	AVPR2	15872203	300539	Nephrogenic syndrome of inappropriate antidiuresis	5337379
ENSG00000102001	CACNA1F	12111638	300600	Aland Island eye disease 	14230113
ENSG00000049089	COL9A2	8528240	600204	"Epiphyseal dysplasia, multiple, 2"	13560805
ENSG00000164953	TMEM67	17160906	610688	Joubert syndrome 6 	5816874
ENSG00000103494	RPGRIP1L	17558409	611560	Joubert syndrome 7	5816874
ENSG00000112619	PRPH2	8485576	613105	"Choriodal dystrophy, central areolar 2"	13410569
ENSG00000080603	SRCAP	22265015	136140	Floating-Harbor syndrome	"Pelletier, G., Feingold, M. Case report 1. Syndrome Ident. 1: 8-9, 1973."
ENSG00000108950	FAM20A	21549343	204690	"Amelogenesis imperfecta, type IG (enamel-renal syndrome)"	"MacGibbon, D. Generalized enamel hypoplasia and renal dysfunction. Aust. Dent. J. 17: 61-63, 1972."
ENSG00000204406	MBD5	17847001	156200	"Mental retardation, autosomal dominant 1"	"Dekaban, A. S., Klein, D. Familial mental retardation. Acta Genet. Statist. Med. 18: 206-228, 1968."
ENSG00000104313	EYA1	16441263	166780	Otofaciocervical syndrome	"Fara, M., Chlupackova, V., Hrivnakova, J. Dismorphia oto-facio-cervicalis familiaris. Acta Chir. Plast. 9: 255-268, 1967."
ENSG00000197496	SLC2A10	16550171	208050	Arterial tortuosity syndrome 	"Ertugrel, A. Diffuse tortuosity and lengthening of the arteries. Circulation 36: 400-407, 1967."
ENSG00000139219	COL2A1	16752401	609508	"Stickler sydrome, type I, nonsyndromic ocular"	"G. B. Stickler, D. G. Pugh: Hereditary progressive arthroophthalmopathy: II Additional observations of vertebral abnormalities, a hearing defect, and a report of a similar case. Mayo Clinic Proceedings, Rochester, Minnesota, 1967, 42: 495-500. "
